Invoice Date,Invoice Number,Sku,Asin,Item Description,Quantity,Invoice Amount,Transaction Type,Ship To City,transaction_type,revenue_calc,shipping_loss_calc,units_sold_calc,needs_estimation,month_tag
2025-07-04,PNQ2-242,GP10_RS4MINI_STARTRC,B0DZZFNDHP,yantralay Portable Carrying Storage Case for DJ I Ronin RS4Mini Gimbal EVA Handbag Travel Handheld Shoulder Bag  RS4MINI,1,2552.07,Shipment,DEHRADUN,Shipment,2552.07,0.0,1,False,
2025-07-04,PNQ2-244,GP10_RS4MINI_STARTRC,B0DZZFNDHP,yantralay Portable Carrying Storage Case for DJ I Ronin RS4Mini Gimbal EVA Handbag Travel Handheld Shoulder Bag  RS4MINI,1,2552.07,Shipment,FARIDABAD,Shipment,2552.07,0.0,1,False,
2025-07-04,PNQ2-243,GP47_NEW,B0DRYJZ6VH,Yantralay 360  Rotatable Camera Bike Mount Clamp Motorcycle Handlebar Pole Aluminium Mount for Insta360 X4 X3  Ace Pro Pro2  Hero13 12 11 10 9 For Os,1,1308.53,Shipment,NEW DELHI,Shipment,1308.53,0.0,1,False,
2025-07-05,PNQ2-246,S13,B07MG832T8,yantralay Universal 360  Rotating Vertical Mobile Tripod Monopod Mount for Smartphones up to 4 1  Width   Compatible with Samsung  iPhone  Xiaomi  On,1,241.53,Shipment,Ranikhet,Shipment,241.53,0.0,1,False,
2025-07-05,PNQ2-245,GP1620_TLS,B08S7D4LKH,yantralay Upgraded Helmet Chin Strap Mount for Hero 13 12 11 10 9 8 7 6 5  SJCAM  Insta 360   DJI Osmo Action 3   4   Adjustable   Secure Camera Moun,1,1164.97,Shipment,Salooni,Shipment,1164.97,0.0,1,False,
2025-07-05,PNQ2-247,GP12,B0D7BZ38X8,yantralay Aluminium Car Suction Mount 360  Rotatable for Insta 360 X4 X3 X2  Ace Pro ONE R RS  Hero 13 12 11 10 9 8 7  DJI Osmo Action Series   All O,1,1252.27,Shipment,GUWAHATI,Shipment,1252.27,0.0,1,False,
2025-07-05,PNQ2-248,S13,B07MG832T8,yantralay Universal 360  Rotating Vertical Mobile Tripod Monopod Mount for Smartphones up to 4 1  Width   Compatible with Samsung  iPhone  Xiaomi  On,1,281.53,Shipment,ANAKAPALLE,Shipment,281.53,0.0,1,False,
2025-07-05,PNQ2-253,PS1,B0BJBL1XBS,yantralay Polyester Dual Controller Hard Carry Case Compatible With Ps5 Ps4 Xbox Ipega Controllers   3 Layer Protection Travel Carry Case   Grey,1,877.85,Shipment,NEW DELHI,Shipment,877.85,0.0,1,False,
2025-07-05,PNQ2-249,PS2_BLACK,B0BL1CYSW6,yantralay Nylon Controller Gamepad Carry Case   Ultimate Protection Compatible for PS5 PS4 PS3 Switch Pro Xbox Joysticks Waterproof  Scratch Protectio,1,464.63,Shipment,MUZAFFARNAGAR,Shipment,464.63,0.0,1,False,
2025-07-05,PNQ2-250,PS2_RED,B0BL1HF4NJ,yantralay Nylon Controller Gamepad Carry Case   Ultimate Protection Compatible For PS5 PS4 PS3 Switch Pro Xbox Joysticks Waterproof  Scratch Protectio,1,484.03,Shipment,MUZAFFARNAGAR,Shipment,484.03,0.0,1,False,
2025-07-05,PNQ2-251,PS2_BLACK,B0BL1CYSW6,yantralay Nylon Controller Gamepad Carry Case   Ultimate Protection Compatible for PS5 PS4 PS3 Switch Pro Xbox Joysticks Waterproof  Scratch Protectio,1,464.63,Shipment,Shantigram,Shipment,464.63,0.0,1,False,
2025-07-05,PNQ2-254,GP47_NEW,B0DRYJZ6VH,Yantralay 360  Rotatable Camera Bike Mount Clamp Motorcycle Handlebar Pole Aluminium Mount for Insta360 X4 X3  Ace Pro Pro2  Hero13 12 11 10 9 For Os,1,1308.53,Shipment,NOIDA,Shipment,1308.53,0.0,1,False,
2025-07-05,PNQ2-255,GP47_NEW,B0DRYJZ6VH,Yantralay 360  Rotatable Camera Bike Mount Clamp Motorcycle Handlebar Pole Aluminium Mount for Insta360 X4 X3  Ace Pro Pro2  Hero13 12 11 10 9 For Os,1,1308.53,Shipment,Rewari,Shipment,1308.53,0.0,1,False,
2025-07-05,PNQ2-252,GP1620_TLS,B08S7D4LKH,yantralay Upgraded Helmet Chin Strap Mount for Hero 13 12 11 10 9 8 7 6 5  SJCAM  Insta 360   DJI Osmo Action 3   4   Adjustable   Secure Camera Moun,1,1164.97,Shipment,Bengaluru,Shipment,1164.97,0.0,1,False,
2025-07-06,PNQ2-256,GP47_NEW,B0DRYJZ6VH,Yantralay 360  Rotatable Camera Bike Mount Clamp Motorcycle Handlebar Pole Aluminium Mount for Insta360 X4 X3  Ace Pro Pro2  Hero13 12 11 10 9 For Os,1,1308.53,Shipment,BENGALURU,Shipment,1308.53,0.0,1,False,
2025-07-06,PNQ2-258,GP47_NEW,B0DRYJZ6VH,Yantralay 360  Rotatable Camera Bike Mount Clamp Motorcycle Handlebar Pole Aluminium Mount for Insta360 X4 X3  Ace Pro Pro2  Hero13 12 11 10 9 For Os,1,1254.57,Shipment,GUMLA,Shipment,1254.57,0.0,1,False,
2025-07-06,PNQ2-258,GP12,B0D7BZ38X8,yantralay Aluminium Car Suction Mount 360  Rotatable for Insta 360 X4 X3 X2  Ace Pro ONE R RS  Hero 13 12 11 10 9 8 7  DJI Osmo Action Series   All O,1,1200.63,Shipment,GUMLA,Shipment,1200.63,0.0,1,False,
2025-07-06,PNQ2-257,ACCHARGERGP5_3,B08LYVPLR9,Yantralay 3 Channel AHDBT 501 Battery Charger for Hero 5 6 7   8 Black Action Camera   USB Cable Included   Fast Charging Dock,1,798.31,Shipment,LEH,Shipment,798.31,0.0,1,False,
2025-07-07,PNQ2-262,GP47_NEW,B0DRYJZ6VH,Yantralay 360  Rotatable Camera Bike Mount Clamp Motorcycle Handlebar Pole Aluminium Mount for Insta360 X4 X3  Ace Pro Pro2  Hero13 12 11 10 9 For Os,1,1308.53,Shipment,ROHTAK,Shipment,1308.53,0.0,1,False,
2025-07-07,PNQ2-263,GP47_NEW,B0DRYJZ6VH,Yantralay 360  Rotatable Camera Bike Mount Clamp Motorcycle Handlebar Pole Aluminium Mount for Insta360 X4 X3  Ace Pro Pro2  Hero13 12 11 10 9 For Os,1,1308.53,Shipment,LUDHIANA,Shipment,1308.53,0.0,1,False,
2025-07-07,PNQ2-265,GP12,B0D7BZ38X8,yantralay Aluminium Car Suction Mount 360  Rotatable for Insta 360 X4 X3 X2  Ace Pro ONE R RS  Hero 13 12 11 10 9 8 7  DJI Osmo Action Series   All O,1,1252.27,Shipment,GUWAHATI,Shipment,1252.27,0.0,1,False,
2025-07-06,PNQ2-260,GP1620_TLS,B08S7D4LKH,yantralay Upgraded Helmet Chin Strap Mount for Hero 13 12 11 10 9 8 7 6 5  SJCAM  Insta 360   DJI Osmo Action 3   4   Adjustable   Secure Camera Moun,1,1164.97,Shipment,BHOPAL,Shipment,1164.97,0.0,1,False,
